Datetime,elevation,NWM_segment,latitude,longitude,order,NWM_flow,NWM_velocity
1980-10-01,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,843.0199214302752,4.590906505031171
1980-10-02,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,836.4131361073297,4.590906505031171
1980-10-03,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,829.8357796722369,4.590906505031171
1980-10-04,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,823.2584232371441,4.590906505031171
1980-10-05,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,816.7546390216835,4.590906505031171
1980-10-06,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,810.2214259183698,4.590906505031171
1980-10-07,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,803.7323561468354,4.590906505031171
1980-10-08,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,797.2580008192273,4.590906505031171
1980-10-09,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,790.7983599355457,4.590906505031171
1980-10-10,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,784.3534334957903,4.590906505031171
1980-10-11,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,777.9526503878142,4.590906505031171
1980-10-12,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,771.5371528359117,4.590906505031171
1980-10-13,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,765.1805130597146,4.590906505031171
1980-10-14,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,758.8091588395912,4.590906505031171
1980-10-15,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,752.408375731615,4.590906505031171
1980-10-16,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,746.1105937311236,4.590906505031171
1980-10-17,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,739.7539539549266,4.590906505031171
1980-10-18,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,733.4414575105087,4.590906505031171
1980-10-19,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,727.1583899539436,4.590906505031171
1980-10-20,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,720.9341801730841,4.590906505031171
1980-10-21,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,714.8571148314884,4.590906505031171
1980-10-22,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,709.2509116955368,4.590906505031171
1980-10-23,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,704.2774296484198,4.590906505031171
1980-10-24,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,699.4510920405664,4.590906505031171
1980-10-25,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,694.6983266523451,4.590906505031171
1980-10-26,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,689.9897045959028,4.590906505031171
1980-10-27,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,685.4723703105036,4.590906505031171
1980-10-28,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,681.2198960157792,4.590906505031171
1980-10-29,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,677.3794261509935,4.590906505031171
1980-10-30,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,674.6131106928337,4.590906505031171
1980-10-31,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,670.6107819448578,4.590906505031171
1980-11-01,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,664.7985765939369,4.590906505031171
1980-11-02,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,659.0010856869424,4.590906505031171
1980-11-03,4979.368,650556292.5137758,1277.8063,-3033.7725,211.88799727596603,653.748029205224,4.473190953620115
