Datetime,elevation,NWM_segment,latitude,longitude,order,NWM_flow,NWM_velocity
1980-10-01,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,7.622081953865855,9.637960771780184
1980-10-02,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.063515271657314,9.888106318528676
1980-10-03,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.549091921227918,10.079394089571643
1980-10-04,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.902238575461084,10.241252972761844
1980-10-05,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-10-06,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.520245220369128,10.550256295215863
1980-10-07,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.564388552148271,10.59439962699501
1980-10-08,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-10-09,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-10-10,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-10-11,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-10-12,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-10-13,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-10-14,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-10-15,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-10-16,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-10-17,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.726247435338475,10.59439962699501
1980-10-18,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-10-19,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-10-20,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-10-21,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.358386337178926,10.329539636320137
1980-10-22,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-10-23,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-10-24,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-10-25,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.137669678283196,10.241252972761844
1980-10-26,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.828666355829176,10.241252972761844
1980-10-27,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.828666355829176,10.241252972761844
1980-10-28,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.87280968760832,10.255967416688224
1980-10-29,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.828666355829176,10.241252972761844
1980-10-30,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.93166746331385,10.241252972761844
1980-10-31,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-11-01,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.343671893252544,10.358968524172898
1980-11-02,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-11-03,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.667389659632947,10.59439962699501
1980-11-04,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-11-05,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-11-06,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-11-07,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,10.005821869939732,10.59439962699501
1980-11-08,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,10.241252972761844,10.59439962699501
1980-11-09,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,10.241252972761844,10.59439962699501
1980-11-10,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,10.241252972761844,10.59439962699501
1980-11-11,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.961678538160584,10.59439962699501
1980-11-12,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-11-13,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-11-14,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-11-15,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-11-16,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-11-17,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-11-18,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-11-19,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-11-20,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-11-21,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.343671893252544,10.300110748467372
1980-11-22,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-11-23,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-11-24,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-11-25,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-11-26,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-11-27,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-11-28,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-11-29,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-11-30,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.240670785767872,10.241252972761844
1980-12-01,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.579685183068628
1980-12-02,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-12-03,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-12-04,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-12-05,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.637960771780184,10.59439962699501
1980-12-06,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-12-07,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-12-08,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-12-09,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.888106318528676,10.59439962699501
1980-12-10,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.873391874602294,10.59439962699501
1980-12-11,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-12-12,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-12-13,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-12-14,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-12-15,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-12-16,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-12-17,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.59439962699501
1980-12-18,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.53495966429551,10.550256295215863
1980-12-19,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.284814117547016,10.241252972761844
1980-12-20,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-12-21,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-12-22,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-12-23,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.181813010062342,10.241252972761844
1980-12-24,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,9.064097458651288,10.241252972761844
1980-12-25,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.828666355829176,10.241252972761844
1980-12-26,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.828666355829176,10.241252972761844
1980-12-27,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.828666355829176,10.241252972761844
1980-12-28,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.828666355829176,10.241252972761844
1980-12-29,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.563806365154301,10.241252972761844
1980-12-30,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.475519701596008,10.197109640982696
1980-12-31,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.475519701596008,9.888106318528676
1981-01-01,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.475519701596008,9.888106318528676
1981-01-02,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.298946374479424,9.888106318528676
1981-01-03,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.122373047362842,9.888106318528676
1981-01-04,7028.678,655657425.4188623,1185.3975,-3062.725,70.629332425322,8.122373047362842,9.888106318528676
