Datetime,elevation,NWM_segment,latitude,longitude,order,NWM_flow,NWM_velocity
1980-10-01,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,3.1783198880985037,2.472026579632169
1980-10-02,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.92817434135001,2.472026579632169
1980-10-03,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.8251732338653364,2.472026579632169
1980-10-04,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.8251732338653364,2.472026579632169
1980-10-05,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.8251732338653364,2.472026579632169
1980-10-06,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.8251732338653364,2.472026579632169
1980-10-07,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.8251732338653364,2.472026579632169
1980-10-08,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.8251732338653364,2.472026579632169
1980-10-09,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.7368865703070444,2.17773770110453
1980-10-10,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.472026579632169,2.118879925399002
1980-10-11,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.472026579632169,2.118879925399002
1980-10-12,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.472026579632169,2.118879925399002
1980-10-13,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.472026579632169,2.118879925399002
1980-10-14,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.472026579632169,2.118879925399002
1980-10-15,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.472026579632169,2.118879925399002
1980-10-16,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.472026579632169,2.118879925399002
1980-10-17,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.442597691779405,2.118879925399002
1980-10-18,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.118879925399002,2.118879925399002
1980-10-19,1042.1359,644806499.8196952,1077.6992,-2903.93,141.258664850644,2.118879925399002,2.118879925399002
